http://zora-z.net	social web
http://zonk.net	social web
http://zhishi.me/data/zhwiki	crossdomain
http://zdb-services.de	publications
http://zbw.eu	publications
http://zaragoza.es	government
http://yuji.in	social web
http://yoz.com	social web
http://yorku.ca	social web
http://yomotsu.net	social web
http://xula.eagle-i.net/i/	lifesciences
http://xtrasgu.org	social web
http://wyehead.co.uk	social web
http://www.zaragoza.es/turruta/resource	government
http://www.zaragoza.es/datosabiertos/id/	government
http://www.yso.fi/onto/ysa/	publications
http://www.yso.fi/onto/allars/	publications
http://www.w3.org/2006/03/wn/wn20/	crossdomain
http://www.uniprot.org/uniprot/	lifesciences
http://www.uniprot.org/tissues	lifesciences
http://www.uniprot.org/taxonomy	lifesciences
http://www.uniprot.org/keywords	lifesciences
http://www.uniprot.org/core	lifesciences
http://www.uniprot.org/citations	lifesciences
http://www.linkedfood.org/resource/	crossdomain
http://www.icane.es	government
http://www.eionet.europa.eu/gemet/	government
http://www.eea.europa.eu/	government
http://www.bbc.co.uk/programmes	media
http://www.bbc.co.uk/nature	media
http://www.bbc.co.uk/music	media
http://wuerzblog.de	social web
http://wu.ac.at	social web
http://wright.edu	social web
http://worldcat.org	publications
http://worldbank.270a.info	government
http://wordpress.com	usergeneratedcontent
http://wordnet.okfn.gr/resource/	crossdomain
http://wojciechpolak.org	social web
http://willdaniels.co.uk	social web
http://wikier.org	usergeneratedcontent
http://wifo5-04.informatik.uni-mannheim.de/sider	lifesciences
http://wifo5-04.informatik.uni-mannheim.de/gutendata	publications
http://wifo5-04.informatik.uni-mannheim.de/factbook	government
http://wifo5-04.informatik.uni-mannheim.de/eurostat	government
http://wifo5-04.informatik.uni-mannheim.de/dws-group	publications
http://wifo5-04.informatik.uni-mannheim.de/drugbank	lifesciences
http://wifo5-04.informatik.uni-mannheim.de/dailymed	lifesciences
http://wifo5-03.informatik.uni-mannheim.de/flickrwrappr	usergeneratedcontent
http://wifo5-03.informatik.uni-mannheim.de/bookmashup	publications
http://wieser.info	social web
http://widgets.ecs.soton.ac.uk	social web
http://wfaber.com	social web
http://webposible.com	social web
http://webheat.co.uk	social web
http://webfoundation.org	government
http://webenemasuno.linkeddata.es/elviajero/resource/	usergeneratedcontent
http://webenemasuno.linkeddata.es	media
http://wayfargone.com	social web
http://wasab.dk	social web
http://wals.info	crossdomain
http://w3future.com	social web
http://w3c.es	social web
http://w3.org	crossdomain
http://vub.ac.be	social web
http://vu.nl	social web
http://vphill.com	social web
http://voque.org	social web
http://vkps.co.uk	social web
http://visualcv.com	social web
http://vihart.com	social web
http://utsa.eagle-i.net/i/	lifesciences
http://utexas.edu	social web
http://utep.eagle-i.net/i/	lifesciences
http://users.ecs.soton.ac.uk	social web
http://userland.com	social web
http://usda.gov	government
http://upr.eagle-i.net/i/	lifesciences
http://uoa.gr	social web
http://unitn.it	usergeneratedcontent
http://uniprot.org	lifesciences
http://uniovi.es	social web
http://uninsubria.it	social web
http://unime.it	government
http://uniba.it	social web
http://uni-siegen.de	social web
http://uni-potsdam.de	social web
http://uni-mannheim.de	social web
http://uni-leipzig.de	social web
http://uni-kl.de	social web
http://uni-karlsruhe.de	social web
http://uni-hannover.de	social web
http://uni-bielefeld.de	publications
http://unc.edu	social web
http://umd.edu	social web
http://umbel.org	crossdomain
http://umbc.edu	social web
http://umb.edu	social web
http://ukoln.ac.uk	social web
http://uk-postcodes.com	geographic
http://uis.270a.info	government
http://uio.no	social web
http://uibk.ac.at	social web
http://ufpe.br	social web
http://ufl.edu	publications
http://ucl.ac.uk	publications
http://uchicago.edu	social web
http://ucd.ie	geographic
http://uam.es	social web
http://ualberta.ca	social web
http://typepad.com	usergeneratedcontent
http://twcu.ac.jp	social web
http://tw.rpi.edu	social web
http://turnguard.com	social web
http://tue.nl	social web
http://tudelft.nl	crossdomain
http://tsu.eagle-i.net/i/	lifesciences
http://tschlotfeldt.de	social web
http://trueg.de	social web
http://tripcom.org	social web
http://trinker.co.uk	social web
http://travisuped.com	social web
http://transparency.270a.info	government
http://tramp.name	social web
http://toxi.co.uk	social web
http://towers.org.uk	social web
http://totl.net	crossdomain
http://torrez.us	social web
http://toronto.edu	social web
http://topquadrant.com	social web
http://tommorris.org	social web
http://tomheath.com	social web
http://tomayac.com	social web
http://tobyinkster.co.uk	social web
http://tl1n.com	social web
http://timttmy.co.uk	social web
http://ticklefish.org	social web
http://thum.us	social web
http://threepress.org	social web
http://thoughtcraft.com	social web
http://thornton2.com	social web
http://thomas-riechert.de	social web
http://theses.fr	publications
http://thesecretmirror.com	social web
http://theru.org	social web
http://thelovebug.org	social web
http://theleonardi.com	social web
http://thefigtrees.net	social web
http://tfri.gov.tw	lifesciences
http://telecom-sudparis.eu	social web
http://tekk.com.ar	social web
http://tdiprima.com	social web
http://tashari.org	social web
http://sztaki.hu	publications
http://syndic8.com	social web
http://sweetiebelle.net	social web
http://susu.org	social web
http://sussex.ac.uk	publications
http://sugarlabs.org	social web
http://sudoc.fr	publications
http://suda.co.uk	social web
http://strangled.net	social web
http://status.net	social web
http://status.cat	social web
http://status-ericxdu.rhcloud.com	social web
http://statistics.data.gov.uk	government
http://stationary-traveller.eu	social web
http://staticfree.info	social web
http://stat.gov.rs	government
http://stanford.edu	social web
http://st-andrews.ac.uk	publications
http://ssweeny.net	social web
http://spraci.org	social web
http://spip.org	social web
http://speiserweb.de	social web
http://southampton.ac.uk	publications
http://soumitrabhattacharya.com	social web
http://soucy.cc	social web
http://sorg-empire.de	social web
http://sonnenburgs.de	social web
http://somsants.net	social web
http://software.coop	social web
http://snow-crash.org	social web
http://snell-pym.org.uk	social web
http://snee.com	social web
http://smiffysplace.com	social web
http://slashhome.org	social web
http://skos.um.es/unesco6/	publications
http://skipforward.net	usergeneratedcontent
http://skilledtests.com	social web
http://sixhills-consulting.com	social web
http://sirireiter.dk	social web
http://simonstl.com	social web
http://simia.net	social web
http://sig.ma	social web
http://sifry.com	social web
http://sidar.org	social web
http://shnoulle.net	social web
http://shemnon.com	social web
http://shellen.com	social web
http://shef.ac.uk	publications
http://sharesemantics.com	social web
http://shadura.me	social web
http://setonhill.edu	social web
http://semanticweb.org	usergeneratedcontent
http://semanticweb.cs.vu.nl/poseidon/ns/	geographic
http://semanticweb.cs.vu.nl/europeana/lod/purl/	publications
http://semanticweb.cs.vu.nl	publications
http://semanticmatching.org	geographic
http://semantic.ckan.net/about/data/	publications
http://semantic-web-grundlagen.de	publications
http://semanlink.net	usergeneratedcontent
http://seesaa.net	usergeneratedcontent
http://sebseb01.net	social web
http://scoffoni.net	social web
http://schiessle.org	social web
http://scharffe.fr	social web
http://sauria.com	social web
http://samnoble.org	social web
http://sadiframework.org/services/	lifesciences
http://ryanwick.net	social web
http://ryanlee.org	social web
http://russwurm.org	social web
http://ruchni.com	social web
http://roytennant.com	social web
http://ronaldpoell.eu	social web
http://roehampton.ac.uk	publications
http://rod.eionet.europa.eu	government
http://robots.net	social web
http://roboranch.com	social web
http://robla.net	social web
http://robinstewart.com	social web
http://rivuli-development.com	social web
http://ring.ciard.net/	publications
http://rhizomik.net	government
http://revyu.com	usergeneratedcontent
http://resourcelists.rgu.ac.uk/	lifesciences
http://resourcelists.ntu.ac.uk/	publications
http://reference.data.gov.uk	government
http://reegle.info	government
http://reduno-internacional.com/en/community/UNOi	usergeneratedcontent
http://red.gnoss.com/en/community/OpenData/resource/	usergeneratedcontent
http://red.gnoss.com/en/community/nextweb/resource/	usergeneratedcontent
http://red.gnoss.com/en/community/MPV-APADRINA/resource/	usergeneratedcontent
